category,scenario_id,label,active_users,xi_size,avg_base_gch,manager_mult,stadium_mult,fatigue_rate,potion_adoption,potion_price_gch,daily_bet_volume_gch,fee_bps,fee_burn_share,emission_gross_gch,emission_user_gch,emission_architect_gch,potion_burn_gch,fee_treasury_gch,fee_burn_gch,net_pressure_gch,emit_burn_ratio,risk_profile,vault_mode,vault_buyback_gch,notes
hypothesis,H3,Dynamic potion target_ratio=1.0,1000,11,100.0,1.0,1.2,0.3,1.0,500.0,0.0,1000,0.0,1122000.0,1009800.0,112200.0,11000000.0,0.0,0.0,-9878000.0,9.8039,,,0.0,Equilibrium potion price 500 GCH
hypothesis,H3,Dynamic potion target_ratio=1.2,1000,11,100.0,1.0,1.2,0.3,1.0,600.0,0.0,1000,0.0,1122000.0,1009800.0,112200.0,13200000.0,0.0,0.0,-12078000.0,11.7647,,,0.0,Equilibrium potion price 600 GCH
hypothesis,H4,Stamina model doc_-30_per_match,1,11,100,1,1.2,0,1,100,0,0,0,7680.0,6912.0,768.0,22000,0,0,0,2.8646,,,0.0,Per-player season burn vs emission (64 matchdays)
hypothesis,H4,Stamina model chain_-5_per_claim,1,11,100,1,1.2,0,1,100,0,0,0,7680.0,6912.0,768.0,4400,0,0,0,0.5729,,,0.0,Per-player season burn vs emission (64 matchdays)
hypothesis,H5,Oracle yield goals=0 reds=0,1,1,100.0,1,1,0,0,0,0,0,0,100.0,90.0,10.0,0,0,0,0,0,,,0.0,bug_yield=100.00000 pct_yield=100.00 GCH/day
hypothesis,H5,Oracle yield goals=5 reds=0,1,1,100.00005,1,1,0,0,0,0,0,0,100.00005,144.9459000000001,16.10510000000001,0,0,0,0,0,,,0.0,bug_yield=100.00005 pct_yield=161.05 GCH/day
hypothesis,H5,Oracle yield goals=5 reds=1,1,1,100.00005,1,1,0,0,0,0,0,0,100.00005,115.95672000000008,12.88408000000001,0,0,0,0,0,,,0.0,bug_yield=100.00005 pct_yield=128.84 GCH/day
hypothesis,H5,Oracle yield goals=10 reds=2,1,1,100.0001,1,1,0,0,0,0,0,0,100.0001,149.3995657017602,16.59995174464002,0,0,0,0,0,,,0.0,bug_yield=100.00010 pct_yield=166.00 GCH/day
hypothesis,H6,Rent volume fee=0%,0,0,0,1,1,0,0,0,63360,0,0,0,0,0,0.0,0.0,0,0,0,,,0.0,Weekly rent transfer volume estimate
hypothesis,H6,Rent volume fee=5%,0,0,0,1,1,0,0,0,63360,0,0.5,0,0,0,1584.0,1584.0,0,-3168.0,0,,,0.0,Weekly rent transfer volume estimate
hypothesis,H7,Vault buyback SOL=1000 price=$0.001,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,30821.91780821918,122578.08219178082,0.2009,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=1000 price=$0.01,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,3082.1917808219177,150317.80821917808,0.0201,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=1000 price=$0.05,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,616.4383561643835,152783.56164383562,0.004,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=3000 price=$0.001,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,92465.75342465754,60934.24657534246,0.6028,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=3000 price=$0.01,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,9246.575342465754,144153.42465753425,0.0603,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=3000 price=$0.05,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,1849.3150684931506,151550.68493150684,0.0121,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=5000 price=$0.001,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,154109.5890410959,-709.5890410958964,1.0046,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=5000 price=$0.01,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,15410.958904109588,137989.04109589042,0.1005,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=5000 price=$0.05,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,3082.1917808219177,150317.80821917808,0.0201,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=10000 price=$0.001,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,308219.1780821918,-154819.1780821918,2.0093,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=10000 price=$0.01,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,30821.917808219176,122578.08219178082,0.2009,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H7,Vault buyback SOL=10000 price=$0.05,0,0,0,1,1,0,0,0,0,0,0,153400,138060,15340,0,0,6164.3835616438355,147235.61643835617,0.0402,,,0.0,vs max catalog emission 153.4k/day
hypothesis,H8,Rarity curve mythic XI cap 1,1,1,5000,1.0,1.2,0.3,1.0,250,0.0,1000,0.0,5100.0,4590.0,510.0,250.0,0.0,0.0,4850.0,0.049,,,0.0,NFT count 10 tiered potion 250
hypothesis,H8,Rarity curve legendary XI cap 5,1,5,1000,1.0,1.2,0.3,1.0,50,0.0,1000,0.0,5100.0,4590.0,510.0,250.0,0.0,0.0,4850.0,0.049,,,0.0,NFT count 50 tiered potion 50
hypothesis,H8,Rarity curve epic XI cap 15,1,15,250,1.0,1.2,0.3,1.0,25.0,0.0,1000,0.0,3825.0,3442.5,382.5,375.0,0.0,0.0,3450.0,0.098,,,0.0,NFT count 150 tiered potion 25.0
hypothesis,H8,Rarity curve rare XI cap 11,1,11,50,1.0,1.2,0.3,1.0,25.0,0.0,1000,0.0,561.0,504.9,56.1,275.0,0.0,0.0,286.0,0.4902,,,0.0,NFT count 318 tiered potion 25.0
sensitivity,users,active_users=100,100,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,112200.0,100980.0,11220.0,27500.0,0.0,0.0,84700.0,0.2451,,,0.0,
sensitivity,users,active_users=500,500,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,561000.0,504900.0,56100.0,137500.0,0.0,0.0,423500.0,0.2451,,,0.0,
sensitivity,users,active_users=1000,1000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,1122000.0,1009800.0,112200.0,275000.0,0.0,0.0,847000.0,0.2451,,,0.0,
sensitivity,users,active_users=5000,5000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,5610000.0,5049000.0,561000.0,1375000.0,0.0,0.0,4235000.0,0.2451,,,0.0,
sensitivity,users,active_users=10000,10000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,11220000.0,10098000.0,1122000.0,2750000.0,0.0,0.0,8470000.0,0.2451,,,0.0,
sensitivity,users,active_users=50000,50000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,56100000.0,50490000.0,5610000.0,13750000.0,0.0,0.0,42350000.0,0.2451,,,0.0,
sensitivity,users,active_users=100000,100000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,112200000.0,100980000.0,11220000.0,27500000.0,0.0,0.0,84700000.0,0.2451,,,0.0,
sensitivity,potion_price,potion_price=50,1000,11,100.0,1.0,1.2,0.3,0.5,50,0.0,1000,0.0,1122000.0,1009800.0,112200.0,137500.0,0.0,0.0,984500.0,0.1225,,,0.0,
sensitivity,potion_price,potion_price=80,1000,11,100.0,1.0,1.2,0.3,0.5,80,0.0,1000,0.0,1122000.0,1009800.0,112200.0,220000.0,0.0,0.0,902000.0,0.1961,,,0.0,
sensitivity,potion_price,potion_price=100,1000,11,100.0,1.0,1.2,0.3,0.5,100,0.0,1000,0.0,1122000.0,1009800.0,112200.0,275000.0,0.0,0.0,847000.0,0.2451,,,0.0,
sensitivity,potion_price,potion_price=150,1000,11,100.0,1.0,1.2,0.3,0.5,150,0.0,1000,0.0,1122000.0,1009800.0,112200.0,412500.0,0.0,0.0,709500.0,0.3676,,,0.0,
sensitivity,potion_price,potion_price=250,1000,11,100.0,1.0,1.2,0.3,0.5,250,0.0,1000,0.0,1122000.0,1009800.0,112200.0,687500.0,0.0,0.0,434500.0,0.6127,,,0.0,
sensitivity,potion_price,potion_price=400,1000,11,100.0,1.0,1.2,0.3,0.5,400,0.0,1000,0.0,1122000.0,1009800.0,112200.0,1100000.0,0.0,0.0,22000.0,0.9804,,,0.0,
sensitivity,potion_price,potion_price=500,1000,11,100.0,1.0,1.2,0.3,0.5,500,0.0,1000,0.0,1122000.0,1009800.0,112200.0,1375000.0,0.0,0.0,-253000.0,1.2255,,,0.0,
sensitivity,equilibrium_potion,break_even adopt=0.25,1000,11,100,1,1.2,0.3,0.25,816.0,0,0,0,1122000.0,1009800.0,112200.0,1122000.0,0,0,0,1.0,,,0.0,potion price to balance emission
sensitivity,equilibrium_potion,break_even adopt=0.5,1000,11,100,1,1.2,0.3,0.5,408.0,0,0,0,1122000.0,1009800.0,112200.0,1122000.0,0,0,0,1.0,,,0.0,potion price to balance emission
sensitivity,equilibrium_potion,break_even adopt=0.75,1000,11,100,1,1.2,0.3,0.75,272.0,0,0,0,1122000.0,1009800.0,112200.0,1122000.0,0,0,0,1.0,,,0.0,potion price to balance emission
sensitivity,equilibrium_potion,break_even adopt=1.0,1000,11,100,1,1.2,0.3,1.0,204.0,0,0,0,1122000.0,1009800.0,112200.0,1122000.0,0,0,0,1.0,,,0.0,potion price to balance emission
player_base,PB_casual,"Casual: 100 GCH base, low betting",5000,11,100,1.0,1.2,0.45,0.35,100,200000,1000,0.0,5115000.0,4603500.0,511500.0,962500.0,10000.0,0.0,4152500.0,0.1882,baseline,,0.0,
player_base,PB_competitive,Competitive: mixed rarity XI (~290 avg),2000,11,290,1.0,1.2,0.35,0.65,100,2000000,1000,0.4,6316200.0,5684580.0,631620.0,715000.0,60000.0,40000.0,5561200.0,0.1195,baseline,,0.0,
player_base,PB_whale,Whale: mythic-heavy XI (~2500 avg),200,11,2500,1.0,1.2,0.2,0.85,100,8000000,1000,0.4,5940000.0,5346000.0,594000.0,93500.0,240000.0,160000.0,5686500.0,0.0427,baseline,,0.0,
player_base,PB_catalog_max,All 528 holders claim (players.json salaries),528,11,26.411845730027547,1.0,1.2,0.25,0.9,100,500000,800,0.4,161070.0,144963.0,16107.0,261360.0,12000.0,8000.0,-108290.0,1.6723,baseline,,0.0,
player_base,PB_onboarding,Onboarding wave: 50 GCH rare-only starters,20000,11,50,1.0,1.2,0.5,0.4,100,100000,800,0.2,9900000.0,8910000.0,990000.0,4400000.0,3200.0,800.0,5499200.0,0.4445,baseline,,0.0,
risk_profile,RP_conservative,"Conservative: high burn, mint gate strict × competitive base",1000,11,145.0,1.0,1.2,0.35,0.7150000000000001,100,2000000,1000,0.5,1579050.0,1421145.0,157905.0,393250.0,50000.0,50000.0,1135800.0,0.2807,RP_conservative,,0.0,target_emit_burn=0.95; mint_mult=0.5
risk_profile,RP_balanced,Balanced: target ratio ~1.0 × competitive base,2000,11,290.0,1.0,1.2,0.35,0.65,100,2000000,1000,0.4,6316200.0,5684580.0,631620.0,715000.0,60000.0,40000.0,5561200.0,0.1195,RP_balanced,,0.0,target_emit_burn=1.0; mint_mult=1.0
risk_profile,RP_aggressive,"Aggressive growth: more emit, less burn × competitive base",3000,11,435.0,1.0,1.2,0.35,0.45499999999999996,100,2000000,1000,0.2,14211450.0,12790305.0,1421145.0,750750.0,80000.0,20000.0,13440700.0,0.0542,RP_aggressive,,0.0,target_emit_burn=1.15; mint_mult=1.5
risk_profile,RP_degen,"Degen: hyper emit, minimal sinks × competitive base",6000,11,870.0,1.0,1.2,0.35,0.26,100,2000000,1000,0.0,56845800.0,51161220.0,5684580.0,858000.0,100000.0,0.0,55987800.0,0.0151,RP_degen,,0.0,target_emit_burn=1.5; mint_mult=3.0
vault_admin,V_manual,Manual multisig: weekly human buyback,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,150934.25,0.0161,catalog_emit,V_manual,2465.75,sol=2000; apy=0.075; overhead_bps=0; clmm=False; hedge=False; gch_usd=0.01
vault_admin,V_crank,Deterministic crank: harvest + Jupiter burn,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,144158.05,0.0602,catalog_emit,V_crank,9241.95,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.01
vault_admin,V_hyre_phi,Hyre CLMM + Phi/Drift split (50/50 yield),528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,140389.27,0.0848,catalog_emit,V_hyre_phi,13010.73,sol=5000; apy=0.09; overhead_bps=15; clmm=True; hedge=True; gch_usd=0.01
vault_admin,V_agentic_sentinel,Sentinel agent: circuit breaker + dynamic allocation,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,129759.74,0.1541,catalog_emit,V_agentic_sentinel,23640.26,sol=8000; apy=0.095; overhead_bps=25; clmm=True; hedge=True; gch_usd=0.01
vault_admin,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,113447.18,0.2604,catalog_emit,V_agentic_orchestrator,39952.82,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.01
vault_sensitivity,V_crank,Deterministic crank: harvest + Jupiter burn @ $0.001,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,60980.48,0.6025,catalog_emit,V_crank,92419.52,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.001
vault_sensitivity,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault @ $0.001,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,-246128.25,2.6045,catalog_emit,V_agentic_orchestrator,399528.25,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.001
vault_sensitivity,V_crank,Deterministic crank: harvest + Jupiter burn @ $0.005,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,134916.1,0.1205,catalog_emit,V_crank,18483.9,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.005
vault_sensitivity,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault @ $0.005,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,73494.35,0.5209,catalog_emit,V_agentic_orchestrator,79905.65,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.005
vault_sensitivity,V_crank,Deterministic crank: harvest + Jupiter burn @ $0.01,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,144158.05,0.0602,catalog_emit,V_crank,9241.95,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.01
vault_sensitivity,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault @ $0.01,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,113447.18,0.2604,catalog_emit,V_agentic_orchestrator,39952.82,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.01
vault_sensitivity,V_crank,Deterministic crank: harvest + Jupiter burn @ $0.03,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,150319.35,0.0201,catalog_emit,V_crank,3080.65,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.03
vault_sensitivity,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault @ $0.03,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,140082.39,0.0868,catalog_emit,V_agentic_orchestrator,13317.61,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.03
vault_sensitivity,V_crank,Deterministic crank: harvest + Jupiter burn @ $0.05,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,151551.61,0.012,catalog_emit,V_crank,1848.39,sol=5000; apy=0.075; overhead_bps=5; clmm=False; hedge=False; gch_usd=0.05
vault_sensitivity,V_agentic_orchestrator,Full orchestrator: emit/burn oracle + multi-agent vault @ $0.05,528,11,26.411845730027547,1.0,1.2,0.25,0.0,0,0,0,0,153400,138060.0,15340.0,0,0,0,145409.44,0.0521,catalog_emit,V_agentic_orchestrator,7990.56,sol=12000; apy=0.1; overhead_bps=35; clmm=True; hedge=True; gch_usd=0.05
equilibrium_grid,EQ_competitive_balanced_crank,Competitive + balanced risk + crank vault @ $0.01,2000,11,290,1.0,1.2,0.35,0.65,100,2000000,1000,0.4,6316200.0,5684580.0,631620.0,715000.0,0,40000.0,5551958.05,0.121,RP_balanced,V_crank,9241.95,Combined sinks: potion + fee burn + vault buyback
